Health Facility Name,Address,pincode,landline_number,Facility Type
Periya Illupoor,"['Periyaillupur Hsc', 'Main Road', 'Periyaillupur', 'Tamil Nadu', 'Tiruchirappalli', 'Thuraiyur', 'Thuraiyur Mpty']",621002.0,04327-291391,SubCentre
Kanganhall,"['Sc Kanganhall', 'Magray Pora', 'Kaganhall', 'Jammu & Kashmir', 'Anantnag', 'Achabal']",192201.0,1932223712,SubCentre
Shc Portha,"['Sub Health Centre Portha', 'Village Portha', 'Block Sakti', 'Chhattisgarh', 'Janjgir - Champa', 'Sakti', 'Sakti']",495689.0,7587855498,SubCentre
Richmond Hospital,"['Trichy Road', 'Nadar Colony', 'Ramanathapuram', 'Tamil Nadu', 'Coimbatore', 'Coimbatore South', 'Coimbatore Corpn']",641018.0,4222303630,Others
Thondamankinam,"['Health Subcentre Thondamanginam', 'Thondamanginam', 'Thondamanaginam', 'Tamil Nadu', 'Karur ', 'Krishnarayapuram']",621313.0,4323244507,SubCentre
Phc Mudaliarpet,"['Rs No', 'Hospital Street', 'Mudaliarpet', 'Puducherry', 'Puducherry Taluk', 'Ariyankuppam']",605004.0,2356946,Primary Health Centre
Manko,"['Sc Building', 'Odisha', 'Sundargarh', 'Raurkela (M) P.S.', 'Bisra']",770037.0,9439993533,SubCentre
Tmc Sheel Health Centre,"['Sheel Health Centre Sheelphata', 'Sheel Phata', 'Sheel Thane', 'Maharashtra', 'Thane']",400604.0,25858292,Urban Health Posts
Pavasra,"['Pavasra', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Lakhawati']",203001.0,8005193464,SubCentre
Kaveripakkam,"['Phc Kaveripakkam', 'Santhaimettu Street', 'Kaveripakkam', 'Tamil Nadu', 'Vellore', 'Arakonam']",632508.0,4177254356,Primary Health Centre
Hulkoti A,"['Sub Center Hulkoti A', 'Near Bus Terminus Behind Veternary Hospital', 'Gadag Taluka Hulkoti A Village', 'Karnataka', 'Gadag', 'Gadag']",582101.0,8372289444,SubCentre
Omandur,"['C N Division', 'Mariamman Koill Street', 'Omandhur', 'Tamil Nadu', 'Viluppuram', 'Tindivanam', 'Marakanam']",604102.0,4147292089,Primary Health Centre
Arni,"['Maharashtra', 'Yavatmal', 'Arni']",445103.0,-,SubCentre
Rakhra,"['Sub Centre Rakhra', 'Vill Rakhra', 'Nabha Road Patiala Vill Rakhra', 'Punjab', 'Patiala', 'Kauli']",147001.0,1752663900,SubCentre
Anaja,"['Sub Centre Bilding Anaja', 'Radhanagari Bhogavati Road', 'Neat To Anaja Seva Society', 'Maharashtra', 'Kolhapur', 'Radhanagari']",416208.0,0,SubCentre
Salidaha Gp Hq,"['Salidaha Gp Hq', 'Po Salidaha Via Hazinagar', 'Shalidaha', 'West Bengal', 'North 24 Parganas', 'Barrackpur - I']",743145.0,3325885703,SubCentre
Nidasale,"['Phc Nidasale', 'Near Bus Stand', 'Karnataka', 'Tumkur', 'Kunigal ', 'Kunigal']",572123.0,8277507013,Primary Health Centre
Kuddi,"['Hsc Kuddi', 'Kuddi', 'Hsc Kuddi Phc Chand Kaimur', 'Bihar', 'Kaimur (Bhabua) *', 'Chand']",821106.0,06189-261016,SubCentre
Akeli B,"['Akeli B', 'Rajasthan', 'Nagaur', 'Degana']",341024.0,9001898486,SubCentre
Uphc Girdharipura Bharthana Etawah,"['H No', 'Near Sati Mandir', 'Bharthana', 'Uttar Pradesh', 'Etawah']",206242.0,05688-263106,Urban Health Centre
Alipur Sc,"['Alipur Sc', 'Chinsurah Tarakeswar Road', 'Alipur', 'West Bengal', 'Hooghly', 'Polba - Dadpur']",712305.0,Nil,SubCentre
Kattebelaguly,"['Kattebelaguly Sc', 'Hassan Road', 'Holenarsipura', 'Karnataka', 'Hassan', 'Hole Narsipur ', 'Holenarsipur']",573211.0,08175-272930,SubCentre
Sadikpur,"['Government Building', 'Sadikpur', 'Barh', 'Bihar', 'Patna']",803213.0,9431071429,SubCentre
Penagalur,"['Penagalur Main Road', 'Penagalur', 'Andhra Pradesh', 'Kadapa District', 'Penagalur Mandal', 'Rajempet']",516127.0,255988,Primary Health Centre
Ratnapuri,"['Primary Health Center Ratnapuri', 'Hunsur Gaddige Main Road', 'Ratnapuri Hunsur Taluk', 'Karnataka', 'Mysore', 'Hunsur ']",571189.0,08222-245626,Primary Health Centre
Bondri,"['Subcentre Bondri', 'National Highway No', 'Tahsil Ramtek District Nagpur', 'Maharashtra', 'Nagpur', 'Ramtek']",441401.0,7114268123,SubCentre
Umrane,"['Sc Umarane', 'Umarane', 'Maharashtra', 'Nashik', 'Deola']",423110.0,2592226342,SubCentre
Hanagudu,"['Subcenter Hanagudu', 'Hunsur To Hangudu Main Road', 'Hanagudu Hunsur Taluk', 'Karnataka', 'Mysore', 'Hunsur ']",571105.0,08222-243311,Primary Health Centre
Ramalingaeshwara Nagar,"['Ramalingaeshwara Nagar Urban Health Centre Building', 'Basweshwara Nagar Hubli', 'Gokul Road Near Hubli', 'Karnataka', 'Dharwad', 'Hubli', 'Hubli']",580030.0,8362335941,Urban Health Centre
Palayanur,"['Main Road', 'Palayanur', 'Tamil Nadu', 'Tiruvannamalai', 'Thiruvannamalai']",606808.0,-,Primary Health Centre
Mandhal,"['Sc Mandhal', 'Mandhal', 'Maharashtra', 'Bhandara', 'Tumsar']",441913.0,7183223471,SubCentre
Mondepulanka Sc,"['Jun', 'Seethamma Colony', 'Mondepulanka', 'Andhra Pradesh', 'East Godavari District', 'P.Gannavaram']",533240.0,0,SubCentre
Hinauti South,"['Hinauti South', 'Obc', 'Uttar Pradesh', 'Chandauli', 'Chakia', 'Chakiya']",232103.0,7839756580,SubCentre
Kapsi,"['Subcenter Kapsi', 'Upari Road', 'Bus Stop Square', 'Maharashtra', 'Chandrapur', 'Sawali', 'Saoli']",441225.0,07174-203246,SubCentre
Shc Teligaon,"['Shc Teligaon', 'Madhya Pradesh', 'Guna', 'Chachaura']",473115.0,7546240034,SubCentre
Rch Center Gangapur,"['Gangapur Hospital', 'Gangapur Gaon Nahik', 'Aandwali', 'Maharashtra', 'Nashik']",422222.0,0253-2230029,Urban Health Centre
Subcentre Molachinthal Pally,"['Govt', 'Rch Building', 'Telengana', 'Mahbubnagar District', 'Kollapur Mandal', 'Kollapur']",509105.0,No,SubCentre
Mundargi Tlh,"['Taluka Level Hospital Mundaragi', 'Opposite Pura Sabhe', 'Mundaragi', 'Karnataka', 'Gadag', 'Mundargi ', 'Mundaragi']",582118.0,8371262210,Sub-District Hospital
Venganur,"['Primary Health Centre', 'C G N Kandigai Vanganur', 'Vanganur', 'Tamil Nadu', 'Thiruvallur', 'Pallipattu', 'R.K.Pet']",631304.0,4427845315,Primary Health Centre
Pratapnagar,"['Psatapnagar Health Sub Centre', 'Chakberia Kustia Main Road', 'Vill Kustia P O Kustia P S Sonarpur Sonarpur Block', 'West Bengal', 'South 24 Parganas', 'Sonarpur']",743330.0,9.13E+11,SubCentre
Kalnimbala,"['Sub Center', 'Kalnimbala', 'Omerga', 'Maharashtra', 'Osmanabad', 'Umarga']",413606.0,02475-258368,SubCentre
Sulkud A,"['Dasara Chouk', 'Sulkud', 'Maharashtra', 'Kolhapur', 'Kagal']",416217.0,2325234207,SubCentre
Vasudevanallur Iv,"['Vasudeva Nallur Iv Health Sub Center', 'Kamarajar Silai Street', 'Vasudevanallur', 'Tamil Nadu', 'Tirunelveli ', 'Sivagiri']",627758.0,0,SubCentre
Phc Siddiganj,"['Phc Siddiganj', 'Siddikiganj', 'Siddiganj', 'Madhya Pradesh', 'Sehore', 'Ashta', 'Astha']",466116.0,7560262362,Primary Health Centre
Doddaullarthi X,"['Primary Health Centre Doddaullarthi', 'Doddaullarthi', 'Karnataka', 'Chitradurga', 'Challakere ', 'Challakere ']",577537.0,08195-261227,Primary Health Centre
Subcentre Manthangoud,"['St Wada', 'Gram Panchayath', 'Telengana', 'Rangareddy District', 'Basheerabad Mandal', 'Tandur']",501143.0,9948568629,SubCentre
Kamta,"['Subcentre Kamta', 'Kamta', 'Bihar', 'Kaimur (Bhabua) *', 'Bhabua']",821101.0,6189224637,SubCentre
Shc Barjorpur,"['Sub Health Center Barjorpur', 'Near Food Department Society', 'Barjorpur', 'Madhya Pradesh', 'Betul', 'Shahpur']",460440.0,07146-273228,SubCentre
Devigapuram,"['Phc Devigapuram', 'Polur Main Road', 'Devigapuram', 'Tamil Nadu', 'Tiruvannamalai', 'Arani', 'Arani(West) Mpty']",606902.0,4173247977,Primary Health Centre
Phc Tuladih,"['Phc Tuladih', 'Bharkatta', 'Birni', 'Jharkhand', 'Giridih', 'Birni']",825324.0,06554-244382,Primary Health Centre
Shc Samnapur,"['Sub Health Center Samnapur', 'Village Samnapur Block Silwani Dist Raisen Mp', 'Madhya Pradesh', 'Raisen', 'Silwani']",464886.0,7484240273,SubCentre
Sasana,"['Sasana Sub Center', 'Sasana', 'Bihar', 'Saran', 'Lahladpur']",841422.0,9006163789,SubCentre
Bethamangala,"['Bethamangala', 'Bethamangala New Town', 'Karnataka', 'Kolar', 'Bangarapet ', 'Bangarpet']",563121.0,08153-277077,SubCentre
Jethuli,"['Laddu Rai', 'Jethuli', 'Jethuli Fatuha', 'Bihar', 'Patna', 'Fatwah']",803201.0,6122440412,SubCentre
Phc Gaurjhamar,"['Phc Gourjhamar', 'Khirka', 'Gourjhamar', 'Madhya Pradesh', 'Sagar', 'Deori']",470113.0,7586250551,Primary Health Centre
Thirumalisai I,"['Health Sub Centre', 'No T H Road Melmanambedu', 'Poonamallee', 'Tamil Nadu', 'Thiruvallur', 'Poonamallee Mpty']",600124.0,8870822812,SubCentre
Mohrsa,"['Mohrsa', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Anupshahr', 'Anoopshiar']",203001.0,9412611244,SubCentre
Batlapenumarru,"['Old Metarnity Centre', 'Batlapenumarru', 'Andhra Pradesh', 'Krishna District', 'Movva Mandal', 'Challapalli']",521138.0,8671252938,SubCentre
Osmania Governement General Hospital,"['Afzal Gunj', 'Afzal Gunj Hyderabad', 'Telengana', 'Hyderabad District', 'Charminar Mandal']",500012.0,040- 24600146,Medical Colleges Hospital
Bhatgama,"['Bhatgama', 'Bihar', 'Madhepura', 'Chausa']",853204.0,06479 273462,SubCentre
Manglor,"['Manglor', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Lakhawati']",203001.0,8005193464,SubCentre
Dgd Durgapuri,"['House No B', 'Gali No', 'Durgapuri', 'Delhi', 'Shahdara']",110093.0,22125400,Dispensaries
Moghali,"['Moghali', 'Primary Health Center', 'Maharashtra', 'Nanded', 'Bhokar']",431801.0,2467231300,Primary Health Centre
Naregal,"['Subcentre Naregal B', 'Kodikoppa', 'Naregal Urban', 'Karnataka', 'Gadag', 'Ron ', 'Ron']",582119.0,8381268045,SubCentre
Hardan,"['Sc Hardan', 'Mohalla Brahmna', 'Punjab', 'Gurdaspur', 'Gurdaspur ', 'Dorangla']",143506.0,1874251954,SubCentre
Dhaneshwari,"['Dhaneshwari', 'Bihar', 'Araria', 'Bhargama']",854334.0,0,SubCentre
Polenahalli,"['Polenahalli Muddenahalli', 'Polenahalli Muddenahalli Madhugiri', 'Karnataka', 'Tumkur', 'Madhugiri ', 'Madhugiri']",572132.0,827750111,SubCentre
Seppakkam,"['Danida Centre', 'Main Road', 'Sepakkam', 'Tamil Nadu', 'Cuddalore', 'Tittakudi', 'Nallur']",606302.0,04143 - 222291,SubCentre
Khawa Diyra,"['Khawa Diyra', 'Bihar', 'Madhepura', 'Alamnagar']",852219.0,6479272603,SubCentre
Devaki Cancer Institute,"['Theni Main Road', 'Madurai', 'Tamil Nadu', 'Madurai Corp']",625016.0,0452-2288831/32,Others
Khirdi,"['Subcenter Khirdi', 'Main Road', 'Khirdi', 'Maharashtra', 'Chandrapur', 'Korpana']",442916.0,07173-246542,SubCentre
Halebeluru,"['Halebelur', 'Karnataka', 'Hassan', 'Sakleshpur ', 'Sakleshpur']",573134.0,08173-230913,SubCentre
Shc Sakti A,"['Sub Health Centre Sakti A', 'Village Sakti A', 'Block Sakti', 'Chhattisgarh', 'Janjgir - Champa', 'Sakti', 'Sakti']",495689.0,7587855625,SubCentre
Abrahama,"['Primary Health Center Abrama', 'Vedchha Road', 'Abrama', 'Gujarat', 'Navsari', 'Jalalpore', 'Jalapore']",396406.0,02637 229651,Primary Health Centre
Ukhai Hata,"['Ukhai Hata', 'Bihar', 'Siwan', 'Pachrukhi']",841241.0,6154281088,SubCentre
Yerkheda,"['Sc Yerkheda', 'Yerkheda', 'Maharashtra', 'Nagpur', 'Kamptee']",441002.0,-,SubCentre
Ankri Srirampur Rh,"['Ankri Srirampur Rh', 'Vill Srirampur P O Ankri Srirampur', 'Ps Pursurah Dist Hooghly', 'West Bengal', 'Hooghly', 'Pursura']",712401.0,03212-250131,Community Health Center
Chc Pamgarh,"['Community Health Centre Pamgarh', 'Block Pamgarh', 'Chhattisgarh', 'Janjgir - Champa', 'Pamgarh', 'Paamgarh']",495554.0,07818-233850,Community Health Center
Shc Sukhedi,"['Upsawasth Kendra Sukhedi', 'Ganora Amla Rood', 'Sukhedi', 'Madhya Pradesh', 'Dewas', 'Khategaon']",455336.0,0,SubCentre
Thiruverumbur Ii,"['Hsc Building', 'Ambigai Street', 'Thiruverambur', 'Tamil Nadu', 'Tiruchirappalli', 'Thiruverumbur']",620013.0,4312513045,SubCentre
Thavasikurichi,"['Jan', 'North Street', 'Thavasikurichi', 'Tamil Nadu', 'Ramanathapuram', 'Kamuthi', 'Kamudhi']",623604.0,4576257333,SubCentre
Barog Sc,"['Vpo Barog Teh Theog Distt Shimla', 'Barog', 'Himachal Pradesh', 'Shimla', 'Matiana']",171201.0,1783225222,SubCentre
Parsuram Pur,"['Parsuram Pur Sub Center', 'Parsuram Pur Road', 'Bhutiya', 'Uttar Pradesh', 'Unnao', 'Safipur', 'Bagarmau']",209868.0,5144250102,SubCentre
Sigarpur,"['Sigarpur Sub Centre', 'Sigarpur', 'Fatehpur Sikri', 'Uttar Pradesh', 'Agra', 'Kiraoli', 'Fatehpur Sikhri']",283110.0,5613282985,SubCentre
Shc Chandokhar,"['Chandokhar', 'Madhya Pradesh', 'Bhind', 'Gohad']",477116.0,9425782846,SubCentre
Kanbha,"['Praimary Health Centre Kanbha', 'Nr Adc Bank', 'Ta Daskroi', 'Gujarat', 'Ahmedabad', 'Daskroi', 'Dascroi,']",382430.0,2718286311,Primary Health Centre
Sakurde,"['Sakurde', 'Sub Centre Sakurde', 'Maharashtra', 'Ratnagiri', 'Dapoli']",415712.0,9260807809,SubCentre
Shc Shikarpur,"['Shc Shikarpur', 'Shikarpur', 'Madhya Pradesh', 'Chhindwara', 'Mohkhed']",480001.0,9479726716,SubCentre
Shc Mohasa,"['Mohasa', 'Madhya Pradesh', 'Sagar', 'Kesli']",470235.0,7586224519,SubCentre
Chowdanakuppe,"['Phc Chowdanakuppe', 'Near Bus Stand', 'Karnataka', 'Tumkur', 'Kunigal ', 'Kunigal']",572123.0,8277507221,Primary Health Centre
Shc Papariya,"['Pipariya', 'Madhya Pradesh', 'Jabalpur', 'Panagar']",482005.0,9479894806,SubCentre
Karuppur,"['Feb', 'Pililayar Kovil Street', 'Karuppur', 'Tamil Nadu', 'Nagapattinam  ', 'Tharangambadi', 'Kuttalam']",612201.0,no,SubCentre
Malethi,"['Malethi', 'Uttar Pradesh', 'Ghazipur']",233308.0,548,SubCentre
Shc Satwasa,"['Shc Satwasa', 'Near Govt Middle School', 'Shc Satwasa Tech Seoni Malwa', 'Madhya Pradesh', 'Hoshangabad', 'Seoni-Malwa', 'Seoni Malwa']",461223.0,07570-220026 ( seoni malwa),SubCentre
Tamalwadi,"['Sub Center', 'Tamalwadi', 'Tuljapur', 'Maharashtra', 'Osmanabad']",413601.0,02471-260247,SubCentre
Palebarsa,"['Subcenter Palebarsa', 'Saikheda Mangalmendha Road', 'Palebarsa', 'Maharashtra', 'Chandrapur', 'Sawali', 'Saoli']",441215.0,07174-276622,SubCentre
Badinan Sc,"['Badinan Sc', 'Harit Komdhara Road', 'Badinan', 'West Bengal', 'Hooghly', 'Polba - Dadpur']",712305.0,Nil,SubCentre
Shc Birsa,"['Sub Health Centre Birsa', 'Main Road', 'Birsaq', 'Madhya Pradesh', 'Balaghat', 'Baihar', 'Birsa']",481051.0,7637257982,SubCentre
Nagoda,"['Sub Center', 'Sadabad Road', 'Nagauda', 'Uttar Pradesh', 'Mathura', 'Mat', 'Raya']",281003.0,0,SubCentre
Shc Rajwas,"['Shc Rajwas', 'Sector Shahpur', 'Near Govt School', 'Madhya Pradesh', 'Damoh', 'Patharia']",470666.0,7601-242727,SubCentre
Balugaon,"['Balugaon Chc', 'Chillika Lake Road', 'Macha Market', 'Odisha', 'Khordha ', 'Balugaon ', 'Balugaon']",752030.0,06756-250442,Community Health Center
Shc Lidhora,"['Shc Lidhora', 'Sector Fathehpur', 'Lidhora Block Batiyagarh District Damoh', 'Madhya Pradesh', 'Damoh', 'Batiyagarh']",470663.0,7601285460,SubCentre
Shc Kutal,"['Sub Center Kutul', 'Ram Krisan Missan Asram Kutul', 'Village Kutul Block Orchha Dist Narayanpur', 'Chhattisgarh', 'Narayanpur', 'Orchha', 'Orchha']",494661.0,0,SubCentre
Arakere,"['Subcentre Arakere', 'Arakere Main Road', 'Arakere', 'Karnataka', 'Davanagere', 'Honnali ', 'Honnali']",577217.0,0,SubCentre
Sengulam,"['Badmini W O Kumaresh Kovilnatham', 'Kongadai Main Road', 'Sengulam', 'Tamil Nadu', 'Erode', 'Bhavani', 'Andhiyur']",638501.0,4256291999,SubCentre
Kodagadala,"['Kodagadala', 'Kodagadala Byalya', 'Karnataka', 'Tumkur', 'Madhugiri ', 'Madhugiri']",572132.0,8277507103,SubCentre
Ranisagar,"['Ranisagar Hsc', 'At Po Ranisagar Ps Shahpur', 'Bihiya Sub Jagadishpur', 'Bihar', 'Bhojpur', 'Behea']",802165.0,8544442988,SubCentre
Heggadadevankote Th,"['General Hospital', 'Mysore Main Road', 'Hd Kote Town Mysore District', 'Karnataka', 'Mysore', 'Heggadadevankote ']",571114.0,8228255210,Primary Health Centre
Fru Gundlupet Taluka Hospital,"['Taluk Hospetale Gundlupet', 'Nh Calicut Mysore Main Road', 'Kasaba Hobli', 'Karnataka', 'Chamarajanagar', 'Gundlupet ', 'Gundlupet']",571111.0,08229-222205,Primary Health Centre
Kaliganj Rh,"['Kaliganj R H', 'Kaliganj', 'West Bengal', 'Nadia']",741150.0,03474-260223,Community Health Center
Yeldari,"['Primary Health Center Yeldari', 'Yeldari', 'Taluka Jintur', 'Maharashtra', 'Parbhani', 'Jintur']",431510.0,2457260349,Primary Health Centre
Chittakula,"['Subcentre Chittakula', 'Chittakula', 'Karnataka', 'Uttara Kannada', 'Karwar ', 'Karwar ']",581352.0,8382266893,SubCentre
Padali,"['Sub Center Padali', 'Marathi Shala', 'Near Grampanchayt', 'Maharashtra', 'Ahmadnagar', 'Jamkhed']",413201.0,8956011101,SubCentre
Khobak Fw Sc,"['Government Building', 'Harangajao', 'Khobak', 'Assam', 'Dima Hasao District', 'Mahur Bphc']",788818.0,0,SubCentre
Maheshganj Rh,"['Plot No Maheshganj Bphc', 'Maheshganj', 'West Bengal', 'Nadia', ' Nabadwip', 'Nabadwip']",741315.0,3472248208,Community Health Center
Koliya,"['Koliya', 'Main Road', 'Rajasthan', 'Nagaur', 'Didwana']",341305.0,1580223535,Primary Health Centre
Dewrighat Sc,"['Dewrighat', 'Himachal Pradesh', 'Shimla', 'Matiana']",171201.0,1783225222,SubCentre
Pipra,"['Pipra', 'Bihar', 'Siwan', 'Pachrukhi']",841241.0,6154281088,SubCentre
Gasupur,"['Gasupur', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Sikandrabad']",203001.0,8860655380,SubCentre
Gonchala Sc,"['Jan', 'Ambhedkar Statue Street', 'S C Peta Gonchala', 'Andhra Pradesh', 'East Godavari District', 'Samalkota Mandal']",533005.0,0,SubCentre
Bhujna,"['Bhujna', 'Sogai Road', 'Uttar Pradesh', 'Chandauli', 'Barhani']",232110.0,0,SubCentre
Chennuru,"['Jan', 'Km Chennuru Road', 'Chennuru', 'Andhra Pradesh', 'Krishna District', 'Pedana Mandal']",521366.0,NIL,SubCentre
Ingali,"['Subcenter Ingali', 'Neat By Chawadi', 'Ingali', 'Maharashtra', 'Kolhapur', 'Hatkanangle', 'Hatkangale']",416202.0,0,SubCentre
Nahva Parsaura,"['Add Phc Nahwa Parsaura', 'Haldhar Mau  E', 'Uttar Pradesh', 'Gonda', 'Haldharmau']",271126.0,5261276422,Primary Health Centre
Mudhur,"['Chc Mudur', 'Hospital Street', 'Mudur', 'Tamil Nadu', 'Vellore', 'Arakonam', 'Arakkonam Mpty']",631003.0,4177293324,Community Health Center
Kandakhal Sc,"['Kandakhal', 'Khandakhal', 'Uttarakhand', 'Garhwal', 'Lansdowne', 'Jaihrikhal']",246172.0,01386-262343,SubCentre
Devgaon,"['Phc Devgaon Tal Nagar', 'Agadgaon Road', 'Devgaon', 'Maharashtra', 'Ahmadnagar', 'Nagar']",414601.0,0241-2030418,Primary Health Centre
Garasangi,"['Government Hospital Garasangi', 'Phc Garasangi', 'Muddebihal', 'Karnataka', 'Bijapur', 'Muddebihal']",586214.0,08356-201048,Primary Health Centre
Bedrahalli,"['Bedrahalli', 'Gowri Street', 'Tamil Nadu', 'Dharmapuri', 'Nallampalli']",636803.0,4342242830,SubCentre
Aphc Chikani Rani Pokhar,"['Aphc Chikani', 'Chikani', 'Bihar', 'Madhepura', 'Gamharia']",852108.0,06476 281576,Primary Health Centre
Basrgi,"['Subcentre Basrgi', 'Athani Road', 'Basrgi', 'Maharashtra', 'Sangli', 'Jat']",416404.0,02344-284252,SubCentre
Khasapuri,"['Khasapuri', 'Paranda', 'Maharashtra', 'Osmanabad']",413502.0,2477236730,SubCentre
Shc Saikheda,"['Govt Shc', 'Main Road', 'Sausar', 'Madhya Pradesh', 'Chhindwara', 'Saunsar']",480109.0,7165295181,SubCentre
Khiron I,"['Khiron', 'Uttar Pradesh', 'Rae Bareli', 'Khiaro']",229205.0,9307903951,SubCentre
Shc Mithauri,"['Shc Mithauri', 'Singhpur Road', 'Chc Singhpur', 'Madhya Pradesh', 'Shahdol', 'Sohagpur']",484001.0,07652-274208,SubCentre
Malond,"['Belachiwadi', 'Belachi Wadi', 'Maharashtra', 'Sindhudurg', 'Malwan']",416608.0,2365257241,SubCentre
Chikhalohol,"['Primary Health Center Chikhalohal', 'Near Z P Scool Near Water Tank', 'Chikhalohal', 'Maharashtra', 'Nashik', 'Malegaon']",423205.0,02554-257257,Primary Health Centre
Hakkam,"['Hakkam', 'Bihar', 'Siwan', 'Pachrukhi']",841241.0,6154281088,SubCentre
Bugrasi,"['Bugrasi', 'Bulandshahr', 'Uttar Pradesh', 'Bulandshahar ', 'Siana', 'Syana']",203001.0,9411685652,SubCentre
Chehria,"['Chehria', 'Bihar', 'Kaimur (Bhabua) *', 'Durgawati']",821105.0,6187221565,SubCentre
Gutipara Sc,"['Gutipara Sc', 'Gutipara Phc', 'Gutipara', 'Assam', 'Dhubri', 'Bagribari (Pt)']",783349.0,9854461615,SubCentre
Shc Fatehgarh,"['Main Market', 'Fatehgarh', 'Madhya Pradesh', 'Guna', 'Bamori']",473105.0,7540270446,SubCentre
Shc Mathner,"['Sub Health Centre Mathner', 'Kewat Mohalla Mathner', 'Shadora', 'Madhya Pradesh', 'Ashoknagar', 'Shadhora']",473330.0,7543226930,SubCentre
Hsc Khatpok,"['Khatpok', 'Jharkhand', 'Giridih', 'Tisri']",815317.0,6556234438,SubCentre
Priya Hospital,"['Nethaji Nagar', 'Palani', 'Tamil Nadu', 'Dindigul', 'Palani Mpty']",624601.0,04545 251177,Others
Goghat Bphc,"['Goghat Hospital', 'Arambag To Kamarpukur Road', 'Goghat', 'West Bengal', 'Hooghly', 'Goghat - I']",712614.0,03211-222346,Community Health Center
Sawargaonchal,"['Sawargaonchal', 'Maharashtra', 'Ahmadnagar', 'Sangamner']",422605.0,0,SubCentre
Devaram,"['Community Health Centers Devaram', 'Kombai Road', 'Devaram', 'Tamil Nadu', 'Theni  ', 'Uthamapalayam']",625530.0,04554-254962,Community Health Center
Vihirgaon,"['Subcenter Vihirgaon', 'Bormala Road', 'Near Kashinath Motghare House', 'Maharashtra', 'Chandrapur', 'Sawali', 'Saoli']",441223.0,07174-252539,SubCentre
Vyahad,"['Primery Health Center Vyahad', 'Amrawati Road', 'Phc Vyhad', 'Maharashtra', 'Nagpur', 'Nagpur (Rural)', 'Nagpur (Rural)']",440023.0,-,Primary Health Centre
Gudari,"['Chc Building', 'Main Road', 'Gudari', 'Odisha', 'Rayagada  ', 'Gudari ', 'Gudari']",765026.0,06862-260045,Community Health Center
Keezhaiyur,"['Health Sub Centre', 'Keezhaiyur Street', 'Keezhaiyur', 'Tamil Nadu', 'Nagapattinam  ', 'Tharangambadi', 'Kuttalam']",609801.0,no,SubCentre
Shc Petpura,"['Lidhora Road', 'Madhya Pradesh', 'Tikamgarh', 'Jatara']",472118.0,-,SubCentre
Donelapalem,"['Main Road', 'Donelapalem', 'Andhra Pradesh', 'East Godavari District', 'Rajavommangi Mandal']",533436.0,0,SubCentre
Shc Kubra,"['Shc Kubra', 'Kubra', 'Madhya Pradesh', 'Shahdol', 'Jaisinghnagar']",484771.0,7651221270,SubCentre
Manki,"['Manki Phc', 'Nh', 'Manki Village', 'Karnataka', 'Uttara Kannada', 'Honavar ', 'Honavar ']",581348.0,08387-257760,Primary Health Centre
Karada Sc,"['Kulamani Behera', 'Angeipal', 'Karada', 'Odisha', 'Bhadrak', 'Dhamanagar P.S.', 'Dhamnagar']",756117.0,9439994562,SubCentre
Chc R S Pura,"['Chc R S Pura', 'R S Pura', 'Jammu & Kashmir', 'Jammu', 'Ranbirsinghpora', 'R.S.Pura']",181102.0,1923250343,Community Health Center
Rampur,"['Sub Center Rampur', 'Hathras', 'Sadabad', 'Uttar Pradesh', 'Mahamaya Nagar', 'Sahpaw']",281307.0,5661233031,SubCentre
Phc Kachhora,"['Kachhora', 'Madhya Pradesh', 'Tikamgarh', 'Palera']",472221.0,-,Primary Health Centre
Shc Jaithari,"['Village Jaithari Block Silwani Dist Raisen Mp', 'Madhya Pradesh', 'Raisen', 'Silwani']",464886.0,7484240273,SubCentre
Tuman,"['Shc Tuman', 'Near Govt School Tuman', 'Under Primary Health Center Tuman Block Pondi Uproda Distt Korba C G', 'Chhattisgarh', 'Korba ', 'Poundiuproda', 'Podiuparoda']",495674.0,7810287202,SubCentre
